Gender,Married,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,LoanAmount/TotalIncome,Graduate&Self_Employed,TotalIncome_log,PA_Rural,PA_Urban,Dependents_num
0.0,0.0,1.0,0.0,5849,146.41216216216216,360.0,1.0,1.0,5849.0,0.02503199900190839,0.0,8.674025985443025,0,1,0.0
0.0,1.0,1.0,0.0,4583,128.0,360.0,1.0,1.0,6091.0,0.0210146117222131,0.0,8.714567550836485,1,0,1.0
0.0,1.0,1.0,1.0,3000,66.0,360.0,1.0,1.0,3000.0,0.022,1.0,8.006367567650246,0,1,0.0
0.0,1.0,0.0,0.0,2583,120.0,360.0,1.0,1.0,4941.0,0.024286581663630843,0.0,8.50532301884575,0,1,0.0
0.0,0.0,1.0,0.0,6000,141.0,360.0,1.0,1.0,6000.0,0.0235,0.0,8.699514748210191,0,1,0.0
0.0,1.0,1.0,1.0,5417,267.0,360.0,1.0,1.0,9613.0,0.027774888172266723,1.0,9.170871628065816,0,1,2.0
0.0,1.0,0.0,0.0,2333,95.0,360.0,1.0,1.0,3849.0,0.024681735515718367,0.0,8.255568653283746,0,1,0.0
0.0,1.0,1.0,0.0,3036,158.0,360.0,0.0,0.0,5540.0,0.02851985559566787,0.0,8.61974977974133,0,0,3.2
0.0,1.0,1.0,0.0,4006,168.0,360.0,1.0,1.0,5532.0,0.03036876355748373,0.0,8.61830469278465,0,1,2.0
0.0,1.0,1.0,0.0,12841,349.0,360.0,1.0,1.0,23809.0,0.014658322483094628,0.0,10.077818939438902,0,0,1.0
0.0,1.0,1.0,0.0,3200,70.0,360.0,1.0,1.0,3900.0,0.017948717948717947,0.0,8.268731832117737,0,1,2.0
0.0,1.0,1.0,0.0,2500,109.0,360.0,1.0,1.0,4340.0,0.02511520737327189,0.0,8.375629627094451,0,1,2.0
0.0,1.0,1.0,0.0,3073,200.0,360.0,1.0,1.0,11179.0,0.01789068789694964,0.0,9.321792297270326,0,1,2.0
0.0,0.0,1.0,0.0,1853,114.0,360.0,1.0,1.0,4693.0,0.024291497975708502,0.0,8.453827315794417,1,0,0.0
0.0,1.0,1.0,0.0,1299,17.0,120.0,1.0,1.0,2385.0,0.007127882599580713,0.0,7.776954403322442,0,1,2.0
0.0,0.0,1.0,0.0,4950,125.0,360.0,1.0,1.0,4950.0,0.025252525252525252,0.0,8.507142855562735,0,1,0.0
0.0,0.0,0.0,0.0,3596,100.0,240.0,1.0,0.0,3596.0,0.027808676307007785,0.0,8.18757739559151,0,1,1.0
1.0,0.0,1.0,0.0,3510,76.0,360.0,0.0,0.0,3510.0,0.021652421652421653,0.0,8.163371316459912,0,1,0.0
0.0,1.0,0.0,0.0,4887,133.0,360.0,1.0,0.0,4887.0,0.027215060364231634,0.0,8.494333897270154,1,0,0.0
0.0,1.0,1.0,0.0,2600,115.0,342.0,1.0,1.0,6100.0,0.018852459016393444,0.0,8.716044050161402,0,1,0.0
0.0,1.0,0.0,0.0,7660,104.0,360.0,0.0,1.0,7660.0,0.013577023498694517,0.0,8.943767262734637,0,1,0.0
0.0,1.0,1.0,0.0,5955,315.0,360.0,1.0,1.0,11580.0,0.027202072538860103,0.0,9.357034751126987,0,1,1.0
0.0,1.0,0.0,0.0,2600,116.0,360.0,0.0,0.0,4511.0,0.025714919086677012,0.0,8.414274137408396,0,0,0.0
0.0,1.0,0.0,0.0,3365,112.0,360.0,0.0,1.0,5282.0,0.021204089360090876,0.0,8.572060092857077,1,0,2.0
0.0,1.0,1.0,0.0,3717,151.0,360.0,1.0,1.0,6642.0,0.02273411623005119,0.0,8.801168401936692,0,0,1.0
0.0,1.0,1.0,1.0,9560,191.0,360.0,1.0,1.0,9560.0,0.01997907949790795,1.0,9.165343006045447,0,0,0.0
0.0,1.0,1.0,0.0,2799,122.0,360.0,1.0,1.0,5052.0,0.02414885193982581,0.0,8.527539483470381,0,0,0.0
0.0,1.0,0.0,0.0,4226,110.0,360.0,1.0,1.0,5266.0,0.020888720091150777,0.0,8.569026340056254,0,1,2.0
0.0,0.0,0.0,0.0,1442,35.0,360.0,1.0,0.0,1442.0,0.024271844660194174,0.0,7.273786317844895,0,1,0.0
1.0,0.0,1.0,0.0,3750,120.0,360.0,1.0,1.0,5833.0,0.020572604148808505,0.0,8.671286726753637,0,0,2.0
0.0,1.0,1.0,0.0,4166,201.0,360.0,1.0,1.0,7535.0,0.026675514266755143,0.0,8.927314111060596,0,1,1.0
0.0,0.0,1.0,0.0,3167,74.0,360.0,1.0,1.0,3167.0,0.023365961477739186,0.0,8.06054004653864,0,1,0.0
0.0,0.0,1.0,1.0,4692,106.0,360.0,1.0,1.0,4692.0,0.022591645353793693,1.0,8.453614209773367,1,0,1.0
0.0,1.0,1.0,0.0,3500,114.0,360.0,1.0,1.0,5167.0,0.022063092703696534,0.0,8.550047528287184,0,0,0.0
0.0,0.0,1.0,0.0,12500,320.0,360.0,1.0,1.0,15500.0,0.02064516129032258,0.0,9.648595302907339,1,0,3.2
0.0,1.0,1.0,0.0,2275,146.41216216216216,360.0,1.0,0.0,4342.0,0.033719982073275485,0.0,8.376090350438238,0,1,0.0
0.0,1.0,1.0,0.0,1828,100.0,342.0,0.0,0.0,3158.0,0.031665611146295125,0.0,8.057694194815587,0,1,0.0
1.0,1.0,1.0,0.0,3667,144.0,360.0,1.0,1.0,5126.0,0.02809207959422552,0.0,8.542080906924017,0,0,0.0
0.0,0.0,1.0,0.0,4166,184.0,360.0,1.0,1.0,11376.0,0.01617440225035162,0.0,9.339261152043022,0,1,0.0
0.0,0.0,0.0,0.0,3748,110.0,360.0,1.0,1.0,5416.0,0.02031019202363368,0.0,8.59711281459211,0,0,0.0
0.0,0.0,1.0,0.0,3600,80.0,360.0,1.0,1.0,3600.0,0.022222222222222223,0.0,8.1886891244442,0,1,0.0
0.0,0.0,1.0,0.0,1800,47.0,360.0,1.0,1.0,3013.0,0.015599070693660804,0.0,8.0106915391303,0,1,0.0
0.0,1.0,1.0,0.0,2400,75.0,360.0,1.0,0.0,2400.0,0.03125,0.0,7.783224016336037,0,1,0.0
0.0,1.0,1.0,0.0,3941,134.0,360.0,1.0,1.0,6277.0,0.021347777600764697,0.0,8.744647438317532,0,0,0.0
0.0,1.0,0.0,1.0,4695,96.0,342.0,1.0,1.0,4695.0,0.020447284345047924,0.0,8.454253391642363,0,1,0.0
1.0,0.0,1.0,0.0,3410,88.0,342.0,1.0,0.0,3410.0,0.025806451612903226,0.0,8.134467570277563,0,1,0.0
0.0,1.0,1.0,0.0,5649,44.0,360.0,1.0,1.0,5649.0,0.007788989201628607,0.0,8.639233817325263,0,1,1.0
0.0,1.0,1.0,0.0,5821,144.0,360.0,1.0,1.0,5821.0,0.02473801752276241,0.0,8.669227347271736,0,1,0.0
1.0,1.0,1.0,0.0,2645,120.0,360.0,0.0,1.0,6085.0,0.01972062448644207,0.0,8.713582005421628,0,1,0.0
1.0,0.0,1.0,0.0,4000,144.0,360.0,1.0,1.0,6275.0,0.022948207171314742,0.0,8.744328763999984,0,0,0.0
1.0,1.0,0.0,0.0,1928,100.0,360.0,1.0,0.0,3572.0,0.027995520716685332,0.0,8.18088094199639,0,0,0.0
1.0,0.0,1.0,0.0,3086,120.0,360.0,1.0,0.0,3086.0,0.03888528839922229,0.0,8.034631032923107,0,0,0.0
1.0,0.0,1.0,0.0,4230,112.0,360.0,1.0,1.0,4230.0,0.026477541371158392,0.0,8.349957272040324,0,0,0.0
0.0,1.0,1.0,0.0,4616,134.0,360.0,1.0,1.0,4616.0,0.02902946273830156,0.0,8.437283808187935,0,1,2.0
1.0,1.0,1.0,1.0,11500,286.0,360.0,0.0,1.0,11500.0,0.024869565217391306,1.0,9.350102314351341,0,1,1.0
0.0,1.0,1.0,0.0,2708,97.0,360.0,1.0,1.0,3875.0,0.02503225806451613,0.0,8.262300941787448,0,0,2.0
0.0,1.0,1.0,0.0,2132,96.0,360.0,1.0,0.0,3723.0,0.0257856567284448,0.0,8.222285073872717,0,0,0.0
0.0,1.0,1.0,0.0,3366,135.0,360.0,1.0,1.0,5566.0,0.024254401724757457,0.0,8.624431942085836,1,0,0.0
0.0,1.0,1.0,0.0,8080,180.0,360.0,1.0,1.0,10330.0,0.017424975798644726,0.0,9.242807562113684,0,1,1.0
0.0,1.0,0.0,0.0,3357,144.0,360.0,1.0,1.0,6216.0,0.023166023166023165,0.0,8.734881892047483,0,1,2.0
0.0,1.0,1.0,0.0,2500,120.0,360.0,1.0,1.0,6296.0,0.01905972045743329,0.0,8.74766979009724,0,1,0.0
0.0,1.0,1.0,0.0,3029,99.0,360.0,1.0,0.0,3029.0,0.03268405414328161,0.0,8.015987811027237,0,1,3.2
0.0,1.0,0.0,1.0,2609,165.0,180.0,0.0,0.0,6058.0,0.02723671178606801,0.0,8.709134991587183,1,0,0.0
0.0,1.0,1.0,0.0,4945,146.41216216216216,360.0,0.0,0.0,4945.0,0.029608121771923592,0.0,8.506132244056813,1,0,1.0
1.0,0.0,1.0,0.0,4166,116.0,360.0,0.0,0.0,4166.0,0.02784445511281805,0.0,8.334711621820917,0,0,0.0
0.0,1.0,1.0,0.0,5726,258.0,360.0,1.0,1.0,10321.0,0.024997577754093597,0.0,9.241935933565934,0,0,0.0
0.0,0.0,0.0,0.0,3200,126.0,180.0,0.0,0.0,5454.0,0.0231023102310231,0.0,8.604104563405533,0,1,0.0
0.0,1.0,1.0,0.0,10750,312.0,360.0,1.0,1.0,10750.0,0.02902325581395349,0.0,9.28266103355581,0,1,1.0
0.0,1.0,0.0,1.0,7100,125.0,60.0,1.0,1.0,7100.0,0.017605633802816902,0.0,8.867850063029406,0,1,3.2
1.0,0.0,1.0,0.0,4300,136.0,360.0,0.0,0.0,4300.0,0.03162790697674418,0.0,8.366370301681654,0,0,0.0
0.0,1.0,1.0,0.0,3208,172.0,360.0,1.0,1.0,6274.0,0.027414727446605038,0.0,8.744169388750624,0,1,0.0
0.0,1.0,0.0,1.0,1875,97.0,360.0,1.0,0.0,3750.0,0.025866666666666666,0.0,8.229511118964457,0,0,2.0
0.0,0.0,1.0,0.0,3500,81.0,300.0,1.0,1.0,3500.0,0.023142857142857142,0.0,8.160518247477505,0,0,0.0
0.0,1.0,0.0,0.0,4755,95.0,342.0,0.0,0.0,4755.0,0.019978969505783387,0.0,8.46695197497949,0,0,3.2
0.0,1.0,1.0,1.0,5266,187.0,360.0,1.0,1.0,7040.0,0.0265625,1.0,8.859363449152088,0,0,3.2
0.0,0.0,1.0,0.0,3750,113.0,480.0,1.0,1.0,3750.0,0.030133333333333335,0.0,8.229511118964457,0,1,0.0
0.0,0.0,1.0,0.0,3750,176.0,360.0,1.0,1.0,8500.0,0.020705882352941178,0.0,9.047821442478408,0,1,0.0
0.0,1.0,1.0,1.0,1000,110.0,360.0,1.0,0.0,4022.0,0.02734957732471407,1.0,8.299534570332597,0,1,1.0
0.0,1.0,1.0,0.0,3167,180.0,300.0,0.0,1.0,7167.0,0.025115110925073254,0.0,8.877242435993919,0,0,3.2
0.0,1.0,0.0,1.0,3333,130.0,360.0,1.0,1.0,5499.0,0.02364066193853428,0.0,8.612321536507814,0,0,3.2
1.0,0.0,1.0,0.0,3846,111.0,360.0,1.0,0.0,3846.0,0.028861154446177848,0.0,8.254788926148725,0,0,0.0
0.0,1.0,1.0,1.0,2395,146.41216216216216,360.0,1.0,0.0,2395.0,0.06113242679004683,1.0,7.781138509845015,0,0,1.0
1.0,1.0,1.0,0.0,1378,167.0,360.0,1.0,0.0,3259.0,0.0512427124884934,0.0,8.089175678837561,0,1,2.0
0.0,1.0,1.0,0.0,6000,265.0,360.0,1.0,1.0,8250.0,0.03212121212121212,0.0,9.017968479328726,0,0,0.0
0.0,1.0,1.0,0.0,3988,50.0,240.0,1.0,1.0,3988.0,0.012537612838515547,0.0,8.291045131081729,0,1,1.0
0.0,0.0,1.0,0.0,2366,136.0,360.0,1.0,1.0,4897.0,0.027772105370635083,0.0,8.496378051702317,0,0,0.0
0.0,1.0,0.0,0.0,3333,99.0,360.0,1.0,1.0,5333.0,0.0185636602287643,0.0,8.581669210600602,0,0,2.0
0.0,1.0,1.0,0.0,2500,104.0,360.0,1.0,1.0,4618.0,0.02252057167605024,0.0,8.43771698991444,0,0,0.0
0.0,0.0,1.0,0.0,8566,210.0,360.0,1.0,1.0,8566.0,0.02451552650011674,0.0,9.055556158175316,0,1,0.0
0.0,1.0,1.0,0.0,5695,175.0,360.0,1.0,1.0,9862.0,0.017744879334820524,0.0,9.196444266784072,0,0,0.0
0.0,1.0,1.0,0.0,2958,131.0,360.0,1.0,1.0,5858.0,0.022362581085694777,0.0,8.675563527387679,0,0,0.0
0.0,1.0,1.0,0.0,6250,188.0,180.0,1.0,1.0,11904.0,0.015793010752688172,0.0,9.384629757072872,0,0,2.0
0.0,1.0,0.0,0.0,3273,81.0,360.0,1.0,1.0,5093.0,0.015904182210877676,0.0,8.535622326884605,0,1,2.0
0.0,0.0,1.0,0.0,4133,122.0,360.0,1.0,0.0,4133.0,0.029518509557222357,0.0,8.326758814511733,0,0,0.0
0.0,0.0,0.0,0.0,3620,25.0,120.0,1.0,1.0,3620.0,0.006906077348066298,0.0,8.194229304819817,0,0,0.0
0.0,0.0,1.0,0.0,6782,146.41216216216216,360.0,1.0,1.0,6782.0,0.021588345939569768,0.0,8.822027322685583,0,1,0.0
1.0,1.0,1.0,0.0,2484,137.0,360.0,1.0,1.0,4786.0,0.028625156707062265,0.0,8.47345026846832,0,0,0.0
0.0,1.0,1.0,0.0,1977,50.0,360.0,1.0,1.0,2974.0,0.016812373907195696,0.0,7.9976631270201,0,0,0.0
0.0,1.0,0.0,0.0,4188,115.0,180.0,1.0,0.0,4188.0,0.027459407831900668,0.0,8.339978571990427,0,0,0.0
0.0,1.0,1.0,0.0,1759,131.0,360.0,1.0,1.0,5300.0,0.02471698113207547,0.0,8.575462099540212,0,0,0.0
0.0,1.0,0.0,0.0,4288,133.0,180.0,1.0,1.0,7551.0,0.01761356111773275,0.0,8.929435283803425,0,1,2.0
0.0,0.0,1.0,0.0,4843,151.0,360.0,1.0,1.0,8649.0,0.017458665741704245,0.0,9.065198986306513,0,0,0.0
0.0,1.0,1.0,0.0,13650,146.41216216216216,360.0,1.0,1.0,13650.0,0.010726165726165726,0.0,9.521494800613105,0,1,0.0
0.0,1.0,1.0,0.0,4652,146.41216216216216,360.0,1.0,1.0,8235.0,0.017779254664500567,0.0,9.016148642611741,0,0,0.0
0.0,0.0,1.0,0.0,3816,160.0,360.0,1.0,0.0,4570.0,0.0350109409190372,0.0,8.42726848388825,0,1,0.0
0.0,1.0,1.0,0.0,3052,100.0,360.0,1.0,1.0,4082.0,0.02449779519843214,0.0,8.31434234336979,0,1,1.0
0.0,1.0,1.0,0.0,11417,225.0,360.0,1.0,1.0,12543.0,0.01793829227457546,0.0,9.436918020024674,0,1,2.0
0.0,0.0,0.0,0.0,7333,120.0,360.0,1.0,1.0,7333.0,0.01636438019909996,0.0,8.9001399880938,1,0,0.0
0.0,1.0,1.0,0.0,3800,216.0,360.0,0.0,0.0,7400.0,0.02918918918918919,0.0,8.909235279192261,0,1,2.0
0.0,1.0,0.0,0.0,2071,94.0,480.0,1.0,0.0,2825.0,0.03327433628318584,0.0,7.946263643580541,0,0,3.2
0.0,0.0,1.0,0.0,5316,136.0,360.0,1.0,1.0,5316.0,0.025583145221971408,0.0,8.578476419833136,0,1,0.0
1.0,1.0,1.0,0.0,2929,139.0,360.0,1.0,1.0,5262.0,0.026415811478525276,0.0,8.568266461600238,0,0,0.0
0.0,1.0,0.0,0.0,3572,152.0,342.0,0.0,1.0,7686.0,0.019776216497527973,0.0,8.94715577112479,1,0,0.0
1.0,0.0,1.0,1.0,7451,146.41216216216216,360.0,1.0,1.0,7451.0,0.01965000163228589,1.0,8.916103530553727,0,0,1.0
0.0,0.0,1.0,0.0,5050,118.0,360.0,1.0,1.0,5050.0,0.023366336633663366,0.0,8.527143522269405,0,0,0.0
0.0,1.0,1.0,0.0,14583,185.0,180.0,1.0,1.0,14583.0,0.012686004251525749,0.0,9.587611745713565,1,0,1.0
1.0,1.0,1.0,0.0,3167,154.0,360.0,1.0,1.0,5450.0,0.028256880733944955,0.0,8.60337088765729,0,0,0.0
0.0,1.0,1.0,0.0,2214,85.0,360.0,1.0,1.0,3612.0,0.02353266888150609,0.0,8.192016914536875,0,1,1.0
0.0,1.0,1.0,0.0,5568,175.0,360.0,1.0,1.0,7710.0,0.022697795071335927,0.0,8.950273466557375,1,0,0.0
1.0,0.0,1.0,0.0,10408,259.0,360.0,1.0,1.0,10408.0,0.024884704073789392,0.0,9.250330020192342,0,1,0.0
0.0,1.0,1.0,0.0,5667,180.0,360.0,1.0,1.0,8334.0,0.02159827213822894,0.0,9.0280988119824,1,0,0.0
1.0,0.0,1.0,0.0,4166,44.0,360.0,1.0,1.0,4166.0,0.01056168987037926,0.0,8.334711621820917,0,0,0.0
1.0,0.0,1.0,0.0,2137,137.0,360.0,0.0,1.0,11117.0,0.01232346856166232,0.0,9.316230747233615,0,0,0.0
0.0,1.0,1.0,0.0,2957,81.0,360.0,1.0,0.0,2957.0,0.027392627663172135,0.0,7.9919305198524775,0,0,2.0
0.0,1.0,0.0,0.0,4300,194.0,360.0,1.0,0.0,6314.0,0.030725372188786824,0.0,8.750524669117937,1,0,0.0
1.0,0.0,1.0,0.0,3692,93.0,360.0,1.0,1.0,3692.0,0.025189599133261104,0.0,8.213923595622743,1,0,0.0
0.0,1.0,1.0,0.0,23803,370.0,360.0,1.0,1.0,23803.0,0.015544259127000798,0.0,10.077566902136047,1,0,3.2
0.0,0.0,1.0,0.0,3865,146.41216216216216,360.0,1.0,1.0,5505.0,0.02659621474335371,0.0,8.61341204915678,1,0,0.0
0.0,1.0,1.0,1.0,10513,160.0,180.0,0.0,1.0,14363.0,0.011139734038849823,1.0,9.572410734431823,0,1,1.0
0.0,1.0,1.0,0.0,6080,182.0,360.0,1.0,1.0,8649.0,0.021042895132385248,0.0,9.065198986306513,1,0,0.0
0.0,0.0,1.0,1.0,20166,650.0,480.0,1.0,1.0,20166.0,0.03223247049489239,1.0,9.91175329695316,0,1,0.0
0.0,0.0,1.0,0.0,2014,74.0,360.0,1.0,1.0,3943.0,0.018767435962465127,0.0,8.279697133877628,0,1,0.0
0.0,0.0,1.0,0.0,2718,70.0,360.0,1.0,1.0,2718.0,0.025754231052244298,0.0,7.907651594711089,0,0,0.0
0.0,1.0,1.0,1.0,3459,25.0,120.0,1.0,1.0,3459.0,0.007227522405319456,1.0,8.148734808937169,0,0,0.0
0.0,0.0,1.0,0.0,4895,102.0,360.0,1.0,1.0,4895.0,0.020837589376915218,0.0,8.49596955496461,0,0,0.0
0.0,1.0,1.0,0.0,4000,290.0,360.0,1.0,1.0,11750.0,0.02468085106382979,0.0,9.371608519572305,0,0,3.2
1.0,1.0,1.0,0.0,4583,84.0,360.0,1.0,1.0,4583.0,0.0183286057167794,0.0,8.430109084509125,1,0,0.0
0.0,1.0,1.0,1.0,3316,88.0,360.0,1.0,1.0,6816.0,0.012910798122065728,1.0,8.827028068509152,0,1,2.0
0.0,0.0,1.0,0.0,14999,242.0,360.0,0.0,1.0,14999.0,0.016134408960597372,0.0,9.61573881119536,0,0,0.0
0.0,1.0,0.0,0.0,4200,129.0,360.0,1.0,1.0,5630.0,0.022912966252220248,0.0,8.635864721133736,1,0,2.0
0.0,1.0,1.0,0.0,5042,185.0,360.0,1.0,1.0,7125.0,0.025964912280701753,0.0,8.871365005136852,1,0,2.0
0.0,0.0,1.0,0.0,5417,168.0,360.0,1.0,1.0,5417.0,0.031013476093778844,0.0,8.597297435657898,0,1,0.0
0.0,0.0,1.0,1.0,6950,175.0,180.0,1.0,1.0,6950.0,0.025179856115107913,1.0,8.846496938558838,0,0,0.0
0.0,1.0,1.0,0.0,2698,122.0,360.0,1.0,1.0,4732.0,0.02578191039729501,0.0,8.462103225098277,0,0,0.0
0.0,1.0,1.0,0.0,11757,187.0,180.0,1.0,1.0,11757.0,0.01590541804882198,0.0,9.372204086867741,0,1,2.0
1.0,1.0,1.0,0.0,2330,100.0,360.0,1.0,1.0,6816.0,0.014671361502347418,0.0,8.827028068509152,0,0,0.0
1.0,1.0,1.0,0.0,14866,70.0,360.0,1.0,1.0,14866.0,0.0047087313332436435,0.0,9.60683200528524,0,1,2.0
0.0,1.0,1.0,0.0,1538,30.0,360.0,1.0,1.0,2963.0,0.010124873439082012,0.0,7.993957547573565,0,1,1.0
1.0,0.0,1.0,0.0,10000,225.0,360.0,1.0,1.0,11666.0,0.019286816389507973,0.0,9.364433907313582,1,0,0.0
0.0,1.0,1.0,0.0,4860,125.0,360.0,1.0,1.0,5690.0,0.021968365553602813,0.0,8.646465527120377,0,0,0.0
0.0,0.0,1.0,0.0,6277,118.0,360.0,0.0,1.0,6277.0,0.018798789230524134,0.0,8.744647438317532,1,0,0.0
